오하이오 삿포로,9,이후 이야기를 이어서 만들어줬으면 하는 생각도 들지만 지금으로서도 아름다워요
이터널 윈터 여자 포로수용소,10,이걸이제서야보다니ㅜㅜ 북한중국러시아OO라!!
47미터 2,7,걍 킬링타임용 ....
미이라 리턴즈,8,미이라가 나오면 보통은 다 재미 확정이지
헌팅 오브 힐하우스,9,힐러리 더프 너무 오랜니다!
봉오동 전투,10,전세계인들이 꼭봐야한다 일본이어떤나라인지 정확히알것이다
광대들: 풍문조작단,1,자전차왕 엄복동이랑 조금은 닮은영화군요...둘의 공통점은배우들 라인업은 주연~단역까지 화려한데스토리가 수준 낮다는겁니다.
김복동,5,아픈 역사일수록 기억한다면서 최근 역사인 6.25전쟁의 북한의 만행에 대해서는 기억을 못하는거지?? 아니 일부로 안하는건가??
안녕 베일리,10,베일리베일리베일리 깊은 감동과 많은 생각을 하게하는 영화. 누구에게든 꼭 추천하고 싶은 영화
증인,10,김향기배우님..자페아라는 역이 주어졌을때 그 느낌을 어떻게 해야하지 많이 고민했을것같다. 근데 나는 어느정도 살릴것같았는데 예상과다르게 엄청난 빙의?된 모습을 주엇다. 정우성배우님은 정말 카리스마넘치게 잘 소화하셨다.
암전,1,귀신이 사람들을 죽이는 이유도 모르겠고 촬영진 죽은거 보면 마구자비 느낌인데 영화내에서 이슈 안된것도 모르겠고 그냥 끝까지 이해 안되는 영화임
걸캅스,10,"페미가 돈이 된다고? 왜 돈이 되는 상황이 생긴 건지 그 근원부터 생각해봐라 과한 메시지는 있지만 이분법적이고 어그러진 이해관계를 중화시키는 의미에선 큰 한방, 모자람은 없다"
그것: 두 번째 이야기,1,진짜 보지 마세요....무섭지도 않고 시간만 길어요중간에 나가시는 분들 많았어요
안녕 베일리,10,헨리야... 울다 뿜을뻔 했다..
변신,9,가볍게 보기엔 괜찮았던 영화
베일리 어게인,10,안녕 베일리 먼저 보고 대여해서 봅니다 ㅠㅠㅠ..ㅠ 베일리ㅠㅠ. 항상 옆에 있어줘
엑스맨: 다크 피닉스,1,사기캐 벨런스 파괴자 진 좀그만 우려먹지 다른돌연변이들 능력은 별것도아니것처럼 나오고 완전 쓰레기영화네
그것: 두 번째 이야기,7,1편에서는 페니와이즈가 인간 내면의 악을 부추기고 인간을 타락시키고 죽이기도 하는 사회악을 상징하는 악마였는데 2편에서는 그냥 이빨많은 식인괴물됬음;; 그리고 1편에서 아빠찌른 양아치는 감독이 까먹었나요?
국제시장,6,나는 왜 별로지?신파에다 뻔한 내용이 지루함
어린 신부,8,오랜만에 다시보니 문근영도 문근영이지만 김래원도 참 풋풋했구나.. 대학생 역할이 너무 잘 어울렸던 김래원
미이라 리턴즈,10,괴물 넘 징그러웠음 그래서 재밌었다
8월의 크리스마스,10,감동입니다 잔잔하고 여운을 남기는 영화입니다
안녕 베일리,10,"눈물많아서 보기 싫었는데ㅠㅠ 재밌는 감동영화였ㅇ어요.슬플만 하면 귀여운 애기 베일리 때문에 다시 웃음 질수 있었습니다.개인적으로,, 헨리야 앞으로 영화할꺼면 삭발하는 살신성인이라도 좀 보여라.. 휴... 증말 슬픈장면인데 웃음났다."
헌팅 오브 힐하우스,10,오 생각보다 많이 충격적...
유열의 음악앨범,1,와 진짜 최악 정말정말 지루
그것: 두 번째 이야기,1,친구가 봤는데 재미없다해서 전 안봤어도 1점 줄게요
그것: 두 번째 이야기,10,1을 보고 2도 보게 됐는데 정말 만족했어요 ㅎㅎㅎㅎ
47미터 2,1,몇년전에 언더워터를 극장에서 보고 돈 아깝다고 욕했었는데 이 영화 보고 나니 언더워터는 진짜 엄청 잘만든거였네 ㅋㅋ 아오 내돈
변신,2,초반엔 재밌었는데 중간에 백윤식씨 나오고 부터 스토리가 너무 저급했어요.. 엄청 대단한 구마할 것 처럼 필리핀에서부터 오더니 고작 까마귀떼에 사고 당하고;; 가족들끼리 붙어있으라 했는데 둘째 혼자 지하실 보내고 나서 찾지도 않고 .. 별로 였어요
그것: 두 번째 이야기,10,1편보다 주인공들의 트라우마를 자극하고 쉴틈없이 몰아가며 지루할틈이 없음.광대넘의 기원을 자세히 안다룬건아마 결말때문일지도 자세히 다루는순간 결말은 어이없게 느껴질것.무엇보다 그것에 중요한 포인트는 그것의 기원이 아니고 주인공들의 성장이라는점
유열의 음악앨범,7,나만 재밌었나봐..ㅠㅠ
엑스맨: 다크 피닉스,1,이거 맨 처음에 나온 엑스맨 시리즈 보고 만든 거 맞지?
엑시트,1,갑자기 BJ 나와서 영화 분위기 이상해짐 뜬금없이 슈기가 왜 나와
변신,8,계란말이 먹는 모습이 최고임한국판 엑소시시트 같으면서영화괜찮다했는데끝이 좀 아쉬움
유열의 음악앨범,1,김고은.정해인 외무뿐이 볼게 없는 영화임 진짜 기대 많이했는데 피식한 장면도 없는 영화는 오랜만이다 ㅋㅋ유일하게 볼만한건 짧디 짧은 베드신 뿐이네요~
봉오동 전투,1,재미없다 시국이 이러니 평점이 높지 솔직히 고지전의 1/10도 안된다고 본다
유열의 음악앨범,1,개연성 0 여자친구랑 보다가 잠듬
피치 퍼펙트,7,노래는 진짜 좋았다. 노래 배틀이나 대회에서의 노래들 하나하나가 다 좋았다. 그런데 영화 중간중간에 계속해서 나오는 동양인 비하와 모욕하는 캐릭터성까지 거슬렸다. 이런 부분만 없었다면 즐겁게 봤을거다. 흐름이 살짝 끊긴것이 아쉬운 점이었다.
그것: 두 번째 이야기,10,추억과 성장에 대한 이야기. 어릴때 무서웠던 장소가 크다보면 무섭지 않아진다. 그래도 혼자면 무섭다.. 감동과 재미 둘다 잡았다
그것: 두 번째 이야기,5,그나마1편이 볼 만했다 .무서운게 아니라 징그럽다 .약각 코미디같기도하고 재미없었다
그것: 두 번째 이야기,10,이영화를 보고 불면증을 이겨냈어여
씬 레드 라인,9,"습하고 덥고 사방에 피가 튀고 사람이 우습게 죽어나가는 그 순간에 사랑했던 사람과 함께한 시간, 부드러운 살결이 생각나는건 당연한거 아닐까. 전쟁에 용감한 군인이 어디있으랴 살려고 죽이고 살려고 싸우는 사람들만있을뿐."
살인의 추억,10,재미있게 잘 보았습니다
엑시트,10,"제가 이런 종류의 재난영화는 잘 못보는 편인데,심각한 상황이 연출되면서도 중간중간 끼워져 있는 개그 포인트 덕분에 나름 재밌게 시청했습니다.스파이더맨을 연상케 하는 건물 벽 타는 장면에서 손에 땀을 쥐고 봤네요.풍자가 드러난 것도 좋았고 재밌었습니다"
안녕 베일리,10,"어쩜 이렇게 스토리를 잘 만드는지ㅠㅠ마음이 정말 따뜻해지는 영화베일리가 내 인생에도 나타나주길.이든의 부탁을 어떻게든 들여주려는 베일리, 몰리, 빅독 그리고 맥스의 여정이 너무 인상깊다"
알라딘,10,"예전에 나온 애니메이션 알라딘과 비교했을 때와 달리 사람이 나와서 더 현실성 있게 느껴졌고, 자스민이 노래 부를 때 소름이 너무 끼쳐서 눈물이 날 뻔 했다. 그리고 지니의 역할을 맡은 윌 스미스가 너무 재미있었고, 실사판이여서 더 재미있게 보았다."
극한직업,10,"처음부터 빵 터진 영화였습니다. 대사가 치킨이라는 주제로서 모두에게 공감할 수 있었고, 낯설지 않았고, 캐릭터들의 행동, 성격이 웃겼습니다. 제 인생에 가장 재밌었던 코미디 영화였고요 . 끝나고 집에가서 또 보았던 영화였습니다."
그것: 두 번째 이야기,4,첫번째 챕터 생각하고 보면 낭패원작 자체가 어이없는 전개라 한계가 있었을듯차라리 페니와이즈 탄생비화 풀었으면 더 재밌었겠다 같은 연출이 반복되서 지겹다
유열의 음악앨범,6,"흥미진진, 작품성 뭐 그런건 없고 걍 잔잔하게 공감하며 볼 만해요"
그것: 두 번째 이야기,6,저두 1편이 더 재밌다고 생각함..
분노의 질주: 홉스&쇼,7,액션 대박! 개꿀잼!!!!
끝까지 간다,10,주인공과 악당의 미친 연기력과 조화
악질경찰,3,아저씨는 뽀록인겁니까 감독님
"나니아 연대기 - 사자, 마녀 그리고 옷장",10,평점 왜이러지? 이런영화는 순수한감정으로보세요제발;
범죄의 재구성,7,초반의 지루함을 견뎌내면 조금씩 흥미진진해지는 부류
유열의 음악앨범,1,개연성이라곤 1도없는 감독의 의식의 흐름대로 흘러가는 영화
그것: 두 번째 이야기,10,심장이 쫄깃해지는 영화였습니다.저는 1보다 2를 더 재미있게 봤습니다.
엑시트,10,주인공들이 현실적이여서 좋았어요.
그것: 두 번째 이야기,8,1편도 ~~ 예고편도 안보고 ~~ 사전정보 하나도 없이 어제 봤는데~~ 이정도면 훌륭하네요~~☆☆
아저씨,10,원빈은 영화 대체 언제 찍습니까....
변신,10,공포영화 중에 최고 될듯
나만 없어 고양이,10,사람이 주연인 영화보다 훨씬 재미있고 감동이고 너무 좋은영화~
엑시트,1,알바들특징:1.오늘 태어나서 평점처음 써봐요.2.저알바아니에요. 3.배우 연기력최고에요. 4.손에땀나요. 5.기대안하고 봤는데 너무 재미있네요.
커런트 워,9,"실화인 에디슨과 테슬라,워스팅하우스의 경쟁과 대결을 책이아닌 영상으로 볼수있어서 재미있었고 위인전이나 책에는 나오지않는 에디슨의 이면인 비하인드스토리늘 알게됐고 그당시의 특허,전류전쟁을 알수있어서 좋았다"
커런트 워,9,"실화인 에디슨과 테슬라,워스팅하우스의 경쟁과 대결을 책이아닌 영상으로 볼수있어서 재미있었고 위인전이나 책에는 나오지않는 에디슨의 이면인 비하인드스토리늘 알게됐고 그당시의 특허,전류전쟁을 알수있어서 좋았다"
커런트 워,9,"실화인 에디슨과 테슬라,워스팅하우스의 경쟁과 대결을 책이아닌 영상으로 볼수있어서 재미있었고 위인전이나 책에는 나오지않는 에디슨의 이면인 비하인드스토리늘 알게됐고 그당시의 특허,전류전쟁을 알수있어서 좋았다"
메멘토,10,진짜 놀란은 천재네 이렇게 시간 역순으로 영화를 전개하다니 그의 재능에 놀라울 따름이다
용서받지 못한 자,10,유태정과 심대석이 나빠보인다면 미필이 확실하다
안녕 베일리,10,재미와 감동 둘 다 잡은 영화네요 재밌어요 꼭 보세요!! 추천합니다
유열의 음악앨범,6,지루한감이있는데 ㅜㅜ 쏘쏘
47미터 2,8,이게 왜 상영관이 많이 없는건지~최근에 본 영화중에 가장 쫄리는 영화였음~2편이 더 재밌는듯
유열의 음악앨범,10,이번주에보러가야지 해인님멋져요
유열의 음악앨범,4,유희열의 스케치북이 더 재밌음
유열의 음악앨범,1,이런거 진짜 안쓰는데 나같은 피해자가 나오지 않았으면 하는 마음으로 씁니다. 보는내내 뇌를 의심했습니다.. 헛웃음밖에 안나오는 맬로영화 첨봄..제발 댓글알바에 속지마세요 ㅠㅠ
헌팅 오브 힐하우스,10,헐 대박 힐러리 더프다!
광대들: 풍문조작단,10,으와 조선시대에도 저런 빛같은게 나오는걸처음봐요 재밌는 영화네요 와아.
그것: 두 번째 이야기,8,페니와이즈나 죽음의 빛 관련한 옛날이야기 좀 더 나왔으면 좋았을것 같은데 아쉽네요..
미이라 리턴즈,10,미이라 나오는 액션은 다 좋아!
벌새,8,내게 영지쌤은 없었지만 벌새가 있었다
미이라 리턴즈,8,돌아온 미이라~에일리언 같다...
툴리,10,아이를 낳고 키우며 가정을 돌보고 가족의 시중 드는 일까지도 그때는 해냈다 . 돌이켜 보니 대단한 나였다는 생각에 뭉클 해져온다. 젖몸살 고통은 ... 잘 지나 왔다.
헌팅 오브 힐하우스,9,힐러리 더프 좋아욤!!!
리틀 포레스트,10,이거 보면 힐링돼는 기분이어서 매일본다 완전 내스타일인걸
봉오동 전투,10,시대정신을 재각성하다.
유열의 음악앨범,2,재미도 없고 개연성도 없는데 정해인이 잘생겨서 잠오는거 참고 봄
유열의 음악앨범,10,잘생김이다햇다!해인오뺘ㅠㅠ
아이언맨 3,10,Ost가 유치하긴 강철이라는 이미지를 잘 살려줬구만
안나,9,시원시원 통쾌통쾌 액션 인물들 자체가 매력있음
틴 스피릿,1,농담빼고 최악의 영화였습니다
폐교,1,뭐야 뭐냐 뭐냐 무너냐 뭐냐 ㅋㅋ
다크 나이트,10,배트맨의 브루스웨인이 너무많은것을 희생하네 ㅜ 불쌍
암전,1,영화보고 완전 충격 먹었습니다..드럽게 재미없고 무슨 내용인지도 모르겠고 심지어 무섭지도 않음.
셔터 아일랜드,9,반전보다 더 큰 충격을 준 마지막 대사.
47미터 2,9,심장 쫄깃하게 만들고 싶으면 꼭 끝까지 놓치지말고 보세요! 마지막까지 긴장되게 만드네요. 영화관에서 비명 지른건 처음.
"나니아 연대기 - 사자, 마녀 그리고 옷장",3,요즘 저 아역배우들 뭐할까
봉오동 전투,9,개인적으로 중간에 굳이 안들어가도 될 부분이 있는 것 같아 0.5개 빼기. 정말 잘 보았습니다. 이 참에 유관순을 다룬 항거도 한 번 챙겨봐야겠어요..
오만과 편견,10,이 영화의 좋음은 말로 다 표현할 수 없다. 그냥 무한반복될 뿐. 바라건대 이만큼 좋은 영화가 내게 또 나타나길.
그것: 두 번째 이야기,10,스케일이 엄청크고 시간 가는줄 모르고 봤어요 꿀잼
뺑반,1,후.... 시간 아까워.
해피 데스데이,10,여주 라라랜드에서 엠마 스톤 절친으로 나왔던 배우네ㅋㅋㅋ우왕
엑시트,9,감동이고 스트레스 확풀림
명탐정 코난: 감청의 권,10,반일 감정있어도 코난은 코난 이니까
광대들: 풍문조작단,1,한국 영화가 망할수밖에 없는 이유. 스크린쿼터 독점도 모자라 24시간 댓글조작 알바 돌리다가 걸리질 않나. 건방지게 관람객들을 선동하거나 가르키려든다. 한번 바닥을 쳐봐야 정신차리지.
유열의 음악앨범,1,재밌게봤습니당ㅎ 무전드
유열의 음악앨범,10,댓글들 다 왜이렇게 부정적이에요? 저는 정말 흐뭇한 마음으로 재밌게 봤어요. 두번 세번 또 돈주고 볼만큼 여운있고 설레는 영화에요.
유열의 음악앨범,10,댓글보고 안보려다가 봤는데 여운이 계속 남는 영화..! 좋았음 별 5갱
화이 : 괴물을 삼킨 아이,10,이게 어떻게 16살의 연기야.. 스토리도 연기도 빠지는게 없다...ㅠㅠ 영화를 보면 볼 수록 그 전에 안보이던 부분이 보이면서 더 크게 와닿음 ㅠㅠㅠ
사자,8,잼있다가 마지막에 좀 허무하게 그냥 끝남.
그것: 두 번째 이야기,8,공포영화 매니아라면 무슨 영화를 봐도 시큰둥 할테지 근데 그것2는 그래도 얻어가는게 있음! 비쥬얼 탄탄한 성장영화 정도~ 스산함은 덤
불빛 아래서,10,과연 누가 주류와 비주류를 구분할 수 있을까?기형적인 한국 음악시장의 구조와 그 안에 살아가는 사람들의 이야기마냥 웃기기만 한 영화는 아니었지만 즐거웠다!
봉오동 전투,10,대한독립만세!! 고맙습니다
극장판 헬로카봇 : 달나라를 구해줘!,5,딱 어린이에게 좋은 영화네요. 남자 어린이들에게 추천드립니다
암전,8,"그냥 괜찮구먼,,ㅋ 영화 속에서 찾은 그 귀신이 찍은 ,,진짜 '암전' 영화가 더 흥미진진,,ㅋ"
엑시트,10,조정석씨 이번연기 너무좋아요 특히 눈빛 ~~~항상 응원하고 작품다볼께요
안녕 베일리,10,따뜻한 가족영화 엄청 울었어요
퓨너럴,7,작게 시작되어 허탈하게 사라진 갱스터 패밀리가 무게감 있게 표현되었다. 크리스 펜이 소울 노래 실력에 놀라웠고 베네치오 델 토로 젊은 시절에 빵형과 비슷한 외모에 놀라기도 했다
마이펫의 이중생활2,10,댕댕이는 사랑입니다..^&^
유열의 음악앨범,2,개봉일 기다리다 보러 갔는데 너무 실망했어요. 웃음도 감동도 없네요..
악인전,4,나름 볼만했씁니다 재밋네여
봉오동 전투,1,보다가 잤씁니다 재밍벗없습니다
봉오동 전투,8,재밌게보았습니다 수고하셍ㅇ
엑시트,10,재밌읍니다ㅊ또보고십픕니다
그것: 두 번째 이야기,10,3시간 가는줄 모르고 재밌게 봤어요! Cg도 진짜 돈 엄청 쓴 것 같아요 틈틈히 나오는 로맨스도 좋았고 캐릭터 한 명 한 명 다 연기 잘해서 좋았어요~~~!!
스트로베리 쇼트케이크,1,정신병자들의 이야기...
변신,6,"무섭기보단 하도 징그러워서 찡그림,, 다들 답답쓰..."
엑시트,5,"저와는 웃음코드가 맞지 않았고, 중간중간 이해안되는 억지 장면이 많아 집중이 잘 되지 않았습니다."
돈,10,진짜너무재밋엇습니다
마돈나 : 라이크 어 버진,7,"시대를 잘타고난, 시대를 잘포착한 딴따라"
우리집,9,육교 현수막 뒤에 숨어 낄낄대던 애들 땜에 너무 많이 웃어 눈물 -
존 윅 3: 파라벨룸,6,"존 윅한테 칼싸움, 주먹싸움을 시킨건 좋은 선택이 아니었다."
변신,6,"티비라도 켜두고 있지 ,,"
유열의 음악앨범,1,살다 처음으로 영화 끝나기전에 나와봤음 평전알바에 속는게 아니었는데...
콜 미 바이 유어 네임,10,너무나도 풋풋하고 달콤하지만 아련했던 그들의 사랑
주전장,10,상영관을 늘려주세요... 보는내내 궁금하고 혹시나 했던것들이 다 풀리네요...
엑시트,10,정말 재밋어용~!그리고 아무도 안죽여서 감사해용ㅋ굿굿베리굿~~
유열의 음악앨범,4,엉성함과 쥐어짜낸 그시대 감성이 만들어낸 보잘것없는 작품
봉오동 전투,1,포탄 바로옆에서 터지는데 아무렇지않게 달려버리넼ㅋㅋㅋ말이되냐이게
노무현입니다,8,정치빼고 다 잘하신 분 ㅠㅠ
그것: 두 번째 이야기,10,후기 알바인줄 알앗는데 진짜 1보다 훨 잼있음
봉오동 전투,10,일베벌레들과 토착왜구는 이영화를 싫어 합니다 ^-^
사랑의 선물,10,보고 나서 계속 생각나는 휼륭한 북한 인권 영화였습니다....많은 분들이 보셨으면 좋겠어요
그것: 두 번째 이야기,8,"길긴 기네요. 1편보고 2편보면 이해하기 더 좋을듯 한데, 안봐도 지장은 없음. 크리쳐들이 많이나오는데 게임으로 만들어도 정말 재미있을듯하네요 @,@"
유열의 음악앨범,10,첨엔 지루했는데 뒤로 갈수록 좋았습니다
변신,10,결말이 조금 그랬지만 좋은 영화였습니다.
그것: 두 번째 이야기,10,별 생각 없이 보러 갔다가 호되게 당함
벌새,2,예매율 10위권 내...개봉 2주 지났는데 관객수 2만명..이게 현실이다.
엑시트,10,감동적이고 시원해요! ost까지 ㅎㅎ
영웅: 샐러멘더의 비밀,10,구소련과 미국의 냉전시대를 의리로 종결짓는 기념비적인 3국 합작 영화...우리에겐 도원결의는 없지만 의리는 있다
사자,10,박서준 감상하느라 2시간 후딱감
돈,1,너무 기대하고 봐서 그런지 실망이 큰 영화
그것: 두 번째 이야기,10,웬만하면 안남기는데 여자친구랑 너무 재밌게 봤어요
집으로 가는 길,10,너무 슬프다..아이가 얼마나 그리웠을까..
스타 이즈 본,10,"스타인 잭에 의해 세상 밖으로 나온 앨리. 그러나 그녀는 점점 만들어진 스타가 되어가고... 그저 둘만이었다면 그대로도 좋았을 그틀.잭은 소비적인 세상에 의해 지고 말았지만 앨리는 잭으로 인해 만들어진 스타가 아닌, 다시 진정한 스타가 되리라...."
유열의 음악앨범,10,난 두배우연기 보기좋았는데..복잡한 반전이나 스팩터클을 원하시면 액션이나 판타지영화 보세요
이타미 준의 바다,8,생전에 좋은 사람이었던것 같은 느낌을 받는다.
유열의 음악앨범,1,그래서 무슨 내용인지 모르겠다. 불친절하고 배우들만 예쁘게 나온 영화.
안녕 베일리,10,반려견을 키우고 싶게 만드는 영화!!!
유열의 음악앨범,9,잔잔하니 좋았어요 김고은 정해인의 풋풋함이 돋보였네요노래도 좋고
봉오동 전투,10,감동적이고 역사적인 이야기를 잘 풀어낸 영화
틴 스피릿,5,너무 짧은 러닝타임이 문제
그것: 두 번째 이야기,10,한국 공포영화들좀 본받아라..
광대들: 풍문조작단,1,진짜 한 두달사이에 삼연타 똥밟앗다 엑시트.변신.광대들..우리나라영화 왜 다들 이모양이야? 엑시트가 천만?ㅋㅋㅋ보는 수준들이 왜 그따구야
변신,1,왜 둘째만 죽이냐~~~
봉오동 전투,6,뭐 엄청 재미있는건 아닌데 시대를 잘 타고난 영화다. 하하 지금 같은 시기에 젊은 친구들이 보면 좋을 영화. 모든 독립운동가 조상님들 감사합니다.
소림축구,9,"주성치 영화의 끝판왕, 양대 산맥 쿵푸허슬."
봉오동 전투,7,되게 노잼이네... 에휴. 고지전 발끝도 못 따라감.
유열의 음악앨범,10,감성이 딱 내 스타일~ 정해인 얼굴만 보는 것만도 행복하닿ㅎㅎ
타잔,10,타잔은 이버전이 최고다 . 다른거 다건너뛰고 이거 하나만봐도 된다
알라딘,2,별로별로별로별로별로
기생충,8,그냥긋내요볼만혔어요
엑시트,9,"재미있게 잘 봤습니다. 주연도 역할에 잘 어울리고, 조정석 짱 재밋"
앵그리 버드 2: 독수리 왕국의 침공,10,신나고재밌어요즐거워요
그것: 두 번째 이야기,6,ㅋㅋ아니이거 왤케웃겨요??? 개그물인가 ㅋㅋㅋ진짜 짱웃겨 ㅋㅋㅋ무서운데웃김ㅋㅋㅋㅋ그리고 진짜 뭐라해야할까 개그물인가싶은데 무섭고 ㅋㅋ웃기고 괴물나오는거 짜증남 넘 징그럽 치아왤케많냐 다리랑
마이펫의 이중생활2,10,즐거워요재밌어요요재밌어요
그것: 두 번째 이야기,10,최고의 속편! 공포 감동 재미 모두 잡은 공포영화였습니다!
극장판 헬로카봇 : 달나라를 구해줘!,8,담배피우는 장면과 아모르파티에 눈과 귀가 좀 거슬렸는데 다들 보는 눈은 비슷한가봅니다.
그것: 두 번째 이야기,10,내돈주고 본 진짜솔직한후기입니다진짜 2번보세요 아니 3번보세요박수쳐주고싶을정도로 멋지고무서운영화입니다!!^^
알라딘,3,CG로 덕지덕지....
그것: 두 번째 이야기,10,제시카 차스테인 나오는건 일단 보는거다
그것: 두 번째 이야기,1,이런 쓰레기가 9점대라니.. 아무리 알바라도 너무한 거 아니냐
봉오동 전투,1,국뽕+신파+감성팔이 삼위일체
벌새,8,어릴때 겪은 일들과 감정이 성품과 인격의 완성을 만들어 내기도 하고..그땐 죽을것 같이 힘들었던 일들이 나이가 들면서 그저 서로 웃고 지나갈 이야기가 되기도 하지요.추억하고 뒤돌아보게 하는 영화
변신,1,보다 나왔다 병..신될것같아서
엑스맨: 다크 피닉스,1,엑스우먼 까고있네? 그냥 엑스우먼 따로 만들어라 뭐 쳐 망하겠지만
데드 돈 다이,2,끝까지 기다려도 암거도 없음...
클래식,10,16년이 지나서인지 내용은 뻔했지만 내 가슴속엔 뭔지 모를 깊은 여운이 아직도 깊게 자리 하고있는거 같다. 자전거 탄 풍경의 노래는 정말 명곡이다 난 비가오면 아직도 이 노래를 꼭 듣는다 그래서 지금도 듣는다.
극장판 헬로카봇 : 달나라를 구해줘!,10,아들이랑 같이 봤는데 너무 재밌어 하내요^^
극장판 헬로카봇 : 달나라를 구해줘!,1,군대 휴가나와서 사촌동생이랑 이걸 본 내 인생이 레전드다
안나,10,여주인공이 넘나 매력적 액션도 잘해옹
분노의 질주: 홉스&쇼,8,잼나는데 분노의 질주는 아니야
천국에 다녀온 소년,10,감동과 눈물이 나도모르게 밀려오는 영화..
유열의 음악앨범,9,세번을 봤는데도 눈과 귀와 마음이 행복해지는 영화네요ㅎㅎ개연성이 떨어진다는점도 있지만그 외의 요소들이 그런 단점마저 잊게해주네요
그것: 두 번째 이야기,10,다굴앞에 페니와이즈 없다.
위대한 쇼맨,10,전개는 아쉬울지 몰라도 환상적인 음악이 모든걸 커버
그것: 두 번째 이야기,10,예상보다 재밌고 무서움 추천합니당ㅎㅎ
유열의 음악앨범,6,감동은 있으나 뭔가가있을듯 없네
유열의 음악앨범,8,재밌는 영화는 아니지만 잔잔하게 보기에는 괜찬았어요... 연인들은 보러가면 괜찬을듯...
봉오동 전투,10,카구팔을 배율 없이 아주 잘 쏘는구만
티끌모아 로맨스,6,제작노트보니 두주인공 못생겨보이게하려고 여러가지로 엄청 노력했다던데 8.9년전 생각해보면 한예슬이 생각보다 예쁘지 않아서 나름 성공한듯 .. 송중기는 너무한창 젊을때라서 못생겨지지않고 도리어 한예슬을 못생겨지게보이는데 한몫한듯
그것: 두 번째 이야기,1,넘치는 클리셰 힘 없는 결말
변신,10,진짜 무섭고 재밌게 봤어욥..ㅠ
사자,6,유치하고 재미없다. 예고편에 속앗다.
그것: 두 번째 이야기,8,스티븐 킹옹 많이 늙었더라구요. 오래사셔서 재밌는 작품 많이 써주셨으면까메오 연기 메소드 그자체 ㅇㅈ합니다.
그것: 두 번째 이야기,10,심장 쫄깃했음... 강강중강강 정도로 진행돼서 시간 가는지도 모르고 봄
봉오동 전투,10,저분들의 희생이 있었기에 저희가 지금 있는겁니다
존 윅 3: 파라벨룸,8,액션이뭔지 그냥봐라.
유열의 음악앨범,1,"잘 모르겠어요,,.;;; 뭔가 내용이 없는 기분"
토이 스토리 3,10,6살 아들과 같이 봤는데 눈물 삼키느라 혼났음. 아들은 천진난만 나는 엉엉.. 자막이 나를 살렸다.
안녕 베일리,10,따듯하고 가슴 뭉클한 영화였습니다. 이든과 베일리가 교감하는 장면 되게 감동적이었어요.햇빛처럼 따스하게 비춰주는 그런 영화라고 생각해요. 좋았습니다 :) ♡
그것: 두 번째 이야기,10,조조로 보고 온게 아까울 정도...배우들 연기 진심 잘했음 음료 못 마실정도로 집중해서 봤음속편 정말 잘 만들었다
캡틴 마블,6,재미는 잇는데 아주 개인적으로 어의가 없는 장면이 있음.
엑시트,8,엔딩에서 기뻐하는거 빼고는 완벽
엑시트,8,아무기대없이 보러왔다가 빵빵터지고 갑니다 ㅋㅋ
라이온 킹,9,역시 기대를 져버리지 않았다! 현 시국에서 보니 더욱 감동적인 ~!!!
마담 프루스트의 비밀정원,10,아름다운 피아노 선율?상처를 치유하는 과정이 좋았습니다
47미터 2,10,개깜놀.. 어떤 공포영화 또는 상어영화보다 개깜놀...관객들 전부 개깜놀..놀라서 CGV의자가 뜯어져나가는줄 개깜놀
벌새,10,엔딩크레딧을 다 보고도 한참이나 눈물이 멈추질 않았다.. 내가 어렸을 때 필요했지만 받을 수 없었던 위로와 지지를 영화로 받은 기분
유열의 음악앨범,8,개연성은 조금 떨어지지만 개인적으로 재밌게봤는데 평점보니호불호가 많이 갈리나보네요
광대들: 풍문조작단,6,연기는 좋음 근데 너무 몰입이 안됨
커런트 워,10,대박날 영화 아니더라도 이런 볼만한 영화 만들어줘서 감사합니다.
롱 리브 더 킹: 목포 영웅,10,완전 재밌어용[]}#%%
똥개,10,곽경택 감독 최고의 영화가 아닐까 합니다. 카타르시스가 엄청나네요. 두고 두고 기억나는 영화예요.
터미널,10,"모든상황속에서 , 자기자신이 어떻게 행동하느라에 따라 바뀔수있음을 상기시켜준 영화, 많이 감동받았으며 앞으로 희망찬 인생을 살아야겠다고 다짐해본다. 톰행크스 영화는 참좋은거 같아요 잘봤습니다"
유열의 음악앨범,8,볼만해요 그럭저럭 돈 안 아까운 영화
엑시트,10,꿀잼ㅎㅎㅎ박진감넘친다! 눈물나더라
블라인드 멜로디,1,너무 길어요 영화가..소재는 좋은데 연출이 이상해요
라이트 아웃,6,중간부터 봐서 그런건지 소피가죽으면 다이애나가 왜 죽는지 그부분이 좀이해가 안가더라구요 ㅜ ㅜ
유열의 음악앨범,1,장면장면 이쁜장면도 있지만 전체적으로 너무 지루하고 앞뒤 감정이입 하나도 안되는 영화 실망그 자체~ 평점보고 속아서 본 영화
유열의 음악앨범,3,어휴....너무 아쉽다
안시성,6,재미없고...조인성 연기 진짜...너무 못함
엑시트,7,따!따! 따!따!따! 따!따! 밖에 생각안남..
그것: 두 번째 이야기,1,별점 줄 가치가 없다알바들한테 낚이지 말고 걸러라
우리집,7,우리집을 유지하고 사는것은 애든 어른이든 힘든 일이다
